Date,Nuclear,Biomass,Net Imports,Large Hydro,Wind,*Embedded Wind,Solar,Coal,Gas,Storage
18-Mar ,7.05,2.09,2.429,0.77,6.01,1.8042,0.00,1.64,4.38,0.00
18-Mar ,7.04,2.09,2.446,0.75,5.75,1.7244,0.00,1.59,4.19,0.00
18-Mar ,7.05,2.09,2.362,0.77,5.41,1.623,0.00,1.60,4.06,0.00
18-Mar ,7.05,2.11,2.431,0.80,5.19,1.5567,0.00,1.85,4.65,0.00
18-Mar ,7.05,2.09,2.417,0.87,4.86,1.4583,0.00,1.71,5.70,0.15
18-Mar ,7.05,2.11,2.372,1.04,4.74,1.422,0.26,1.64,8.30,0.29
18-Mar ,7.05,2.11,3.094,1.15,4.71,1.4133,0.52,1.64,10.28,0.64
18-Mar ,7.04,2.09,3.012,1.15,4.56,1.3686,1.22,1.64,11.63,1.46
18-Mar ,7.05,2.11,2.99,1.23,4.67,1.3998,1.86,1.64,12.29,0.51
18-Mar ,7.05,2.09,3.018,1.05,4.81,1.4439,2.08,1.64,12.34,0.35
18-Mar ,7.06,2.09,3.004,1.07,5.35,1.6044,2.16,1.64,11.76,0.32
18-Mar ,7.05,2.10,2.993,1.07,5.21,1.563,2.03,1.64,11.55,0.50
18-Mar ,7.05,2.10,2.993,1.15,4.60,1.38,1.55,1.64,11.71,0.34
18-Mar ,7.05,2.10,3.025,1.12,4.48,1.3446,1.26,1.68,12.01,0.40
18-Mar ,7.05,2.11,3.013,1.08,4.24,1.2723,0.97,1.88,13.60,0.29
18-Mar ,7.05,2.11,3.037,1.12,4.00,1.1997,0.47,2.51,15.75,0.38
18-Mar ,7.04,2.09,2.996,1.26,4.07,1.2198,0.48,2.92,16.19,1.37
18-Mar ,7.06,2.11,2.976,1.27,4.07,1.2204,0.24,2.79,15.85,1.44
18-Mar ,7.06,2.11,2.923,1.16,4.60,1.3785,0.00,2.27,13.94,0.82
18-Mar ,7.05,2.11,3.111,1.12,4.94,1.4814,0.00,1.79,11.18,0.29
18-Mar ,7.05,2.11,2.526,1.03,5.70,1.71,0.00,1.42,8.33,0.19
18-Mar ,7.05,2.11,0.66,1.06,6.10,1.8288,0.00,1.37,7.72,0.15
18-Mar ,7.05,2.10,0.81,1.05,6.72,2.0172,0.00,1.20,5.81,0.09
19-Mar ,7.04,2.10,0.812,0.90,6.93,2.0793,0.00,1.35,6.01,0.00
19-Mar ,7.04,2.08,0.812,0.75,6.89,2.0655,0.00,1.20,5.00,0.00
19-Mar ,6.97,2.11,0.812,0.68,7.06,2.1183,0.00,0.81,4.67,0.00
19-Mar ,6.96,1.78,0.812,0.71,7.02,2.1066,0.00,0.81,4.41,0.00
19-Mar ,6.96,1.77,0.812,0.70,6.97,2.091,0.00,0.78,4.50,0.00
19-Mar ,6.97,2.11,0.812,0.70,6.87,2.0613,0.00,0.77,5.07,0.00
19-Mar ,6.97,2.10,0.812,0.79,6.83,2.0487,0.26,1.01,6.37,0.17
19-Mar ,6.97,2.04,0.744,0.83,6.87,2.0622,0.53,1.12,7.04,0.34
19-Mar ,6.97,2.11,3.079,0.98,6.94,2.0811,1.27,1.17,6.36,0.29
19-Mar ,6.97,2.13,2.988,1.09,7.09,2.1264,1.88,1.48,7.22,0.30
19-Mar ,6.96,2.13,2.972,1.07,7.47,2.2416,2.48,1.54,6.89,0.37
19-Mar ,6.98,2.13,2.855,1.02,7.72,2.3166,2.95,1.54,7.39,0.29
19-Mar ,6.97,2.12,2.804,0.89,7.96,2.3889,2.80,1.60,6.89,0.29
19-Mar ,6.96,2.12,2.863,0.90,7.33,2.1984,2.77,1.64,7.29,0.40
19-Mar ,6.97,2.13,2.934,0.86,6.90,2.0688,2.25,1.95,8.11,0.32
19-Mar ,6.96,2.13,2.846,0.86,6.59,1.977,1.46,2.13,10.59,0.35
19-Mar ,6.95,2.12,3.015,1.09,5.87,1.7598,0.63,2.35,12.70,0.63
19-Mar ,6.85,2.04,3.136,1.29,5.46,1.6389,0.73,3.03,13.71,1.16
19-Mar ,6.86,2.04,2.956,1.28,5.30,1.5906,0.32,3.29,14.06,1.19
19-Mar ,6.84,2.03,2.959,1.28,5.23,1.569,0.00,2.76,13.33,1.02
19-Mar ,6.85,2.03,3.005,1.12,4.91,1.4721,0.00,1.64,12.23,0.59
19-Mar ,6.86,2.11,3.191,1.13,4.58,1.3731,0.00,1.54,9.25,0.31
19-Mar ,6.85,2.06,2.579,1.11,4.29,1.2873,0.00,1.54,7.24,0.30
19-Mar ,6.85,2.11,2.587,1.06,3.89,1.1664,0.00,1.63,7.76,0.15
20-Mar ,6.85,2.10,2.558,1.06,4.19,1.2579,0.00,1.57,7.80,0.00
20-Mar ,6.85,2.07,2.598,1.02,5.03,1.5093,0.00,1.46,5.89,0.00
20-Mar ,6.85,2.11,1.976,0.82,6.23,1.869,0.00,1.29,4.99,0.00
20-Mar ,6.85,1.50,1.781,0.68,6.82,2.0469,0.00,1.25,4.78,0.00
20-Mar ,6.85,1.71,1.508,0.71,7.19,2.157,0.00,1.46,5.54,0.00
20-Mar ,6.84,2.10,2.791,0.71,7.52,2.2563,0.00,2.03,6.63,0.04
20-Mar ,6.84,2.11,3.116,0.78,7.86,2.3592,0.24,2.40,10.88,0.08
20-Mar ,6.84,2.11,3.029,0.78,7.48,2.2449,0.48,2.70,12.52,0.38
20-Mar ,6.83,2.11,3.041,0.81,7.38,2.2152,0.86,2.91,13.07,0.44
20-Mar ,6.83,2.11,2.692,0.77,7.15,2.1441,1.14,1.81,13.60,1.27
20-Mar ,6.64,2.09,2.864,0.83,7.02,2.1048,1.42,1.91,14.75,0.32
20-Mar ,6.63,2.09,2.892,0.91,7.63,2.2881,1.52,2.06,14.75,0.59
20-Mar ,6.65,2.09,2.918,0.88,7.35,2.2044,1.61,2.21,14.42,0.29
20-Mar ,6.84,2.07,2.927,0.71,7.32,2.1948,2.33,2.19,13.29,0.29
20-Mar ,6.85,2.06,2.994,0.74,7.34,2.2029,2.73,2.42,12.06,0.29
20-Mar ,6.85,2.07,3.006,0.78,7.33,2.1996,2.58,2.69,13.43,0.32
20-Mar ,6.84,2.07,3.018,0.86,7.44,2.2326,1.60,3.10,15.58,0.35
20-Mar ,6.82,2.09,3.18,1.18,6.60,1.9803,0.44,3.64,17.52,0.76
20-Mar ,6.85,2.09,2.985,1.10,5.76,1.7277,0.80,3.79,18.63,1.05
20-Mar ,6.85,1.95,2.975,1.01,5.09,1.5273,0.22,3.66,17.02,0.59
20-Mar ,6.85,1.45,3.151,0.94,6.10,1.8291,0.00,3.44,13.12,0.44
20-Mar ,6.85,1.45,3.192,0.88,6.73,2.0181,0.00,3.02,8.33,0.30
20-Mar ,6.85,1.22,2.66,0.86,7.06,2.1183,0.00,3.03,6.69,0.22
20-Mar ,6.64,1.22,2.695,0.77,7.17,2.1522,0.00,2.93,5.96,0.15
21-Mar ,6.63,1.22,2.728,0.77,7.13,2.1396,0.00,3.14,6.22,0.00
21-Mar ,6.63,1.22,2.728,0.77,7.13,2.1396,0.00,3.14,6.22,0.00
21-Mar ,6.63,1.22,2.728,0.77,7.13,2.1396,0.00,3.14,6.22,0.00
21-Mar ,6.63,1.22,2.728,0.77,7.13,2.1396,0.00,3.14,6.22,0.00
21-Mar ,6.63,1.22,2.728,0.77,7.13,2.1396,0.00,3.14,6.22,0.00
21-Mar ,6.63,1.22,2.728,0.77,7.13,2.1396,0.28,3.14,6.22,0.00
21-Mar ,6.63,1.22,2.728,0.77,7.13,2.1396,0.57,3.14,6.22,0.00
21-Mar ,6.63,1.22,2.728,0.77,7.13,2.1396,2.09,3.14,6.22,0.00
21-Mar ,6.63,1.22,2.728,0.77,7.13,2.1396,3.95,3.14,6.22,0.18
21-Mar ,6.84,1.44,1.025,1.10,7.56,2.2686,5.43,2.95,12.51,0.36
21-Mar ,6.69,1.45,1.039,0.93,7.63,2.2896,6.14,2.95,11.81,0.56
21-Mar ,6.64,1.45,0.995,0.81,7.45,2.2362,6.46,2.44,13.04,0.30
21-Mar ,6.64,1.38,1.06,0.62,7.25,2.1741,5.96,2.80,13.68,0.53
21-Mar ,6.82,1.44,1.02,0.63,6.74,2.0232,5.18,2.90,14.63,0.43
21-Mar ,6.83,1.45,1.03,0.67,5.81,1.7418,3.86,3.12,15.78,0.36
21-Mar ,6.85,1.45,1.573,0.96,5.46,1.6389,2.53,3.47,17.68,0.30
21-Mar ,6.84,1.45,3.038,1.11,4.45,1.3344,1.35,3.71,20.13,0.41
21-Mar ,6.84,1.45,3.036,1.18,4.11,1.2339,0.26,3.97,21.85,1.42
21-Mar ,6.91,1.45,2.957,1.23,3.71,1.1142,0.68,3.88,22.13,1.71
21-Mar ,6.94,1.45,2.979,1.22,3.41,1.0239,0.13,3.80,20.78,0.93
21-Mar ,6.95,1.45,2.969,1.10,3.17,0.9513,0.00,3.47,18.23,0.29
21-Mar ,6.95,1.45,2.94,0.99,2.87,0.8601,0.00,2.86,14.77,0.28
21-Mar ,6.95,1.45,2.965,0.97,2.81,0.8424,0.00,2.45,11.68,0.15
21-Mar ,6.81,1.45,2.91,0.93,2.97,0.891,0.00,2.47,11.03,0.14
22-Mar ,6.75,1.45,2.979,0.85,3.58,1.0749,0.00,2.51,11.30,0.00
22-Mar ,6.75,1.45,2.972,0.85,3.77,1.131,0.00,2.48,10.31,0.00
22-Mar ,6.76,1.45,2.942,0.85,4.09,1.2255,0.00,2.47,9.30,0.00
22-Mar ,6.75,1.45,2.395,0.84,4.22,1.2645,0.00,2.46,9.08,0.00
22-Mar ,6.83,1.45,2.538,0.91,4.42,1.3266,0.00,2.46,9.95,0.00
22-Mar ,6.83,1.45,2.777,0.91,4.67,1.4004,0.00,2.48,12.80,0.16
22-Mar ,6.83,1.45,2.808,1.07,4.81,1.4427,0.26,3.13,17.44,0.33
22-Mar ,6.83,1.45,2.884,1.15,4.64,1.3914,0.52,3.09,18.80,0.49
22-Mar ,6.90,1.45,2.856,1.15,4.89,1.4655,0.89,3.05,18.74,0.77
22-Mar ,7.07,1.45,2.558,1.12,5.48,1.6443,1.36,3.11,18.39,0.31
22-Mar ,7.06,1.45,2.605,1.05,5.79,1.7361,1.79,2.83,18.49,0.29
22-Mar ,7.06,1.45,2.661,0.98,5.47,1.6413,2.13,2.89,18.45,0.34
22-Mar ,7.13,1.49,2.947,0.85,5.67,1.6995,2.69,2.79,17.64,0.14
22-Mar ,7.17,1.56,2.636,0.94,5.68,1.7052,2.65,2.77,17.16,0.14
22-Mar ,7.17,1.78,2.808,0.86,5.28,1.5852,2.41,2.76,16.86,0.30
22-Mar ,7.17,2.07,2.836,0.95,5.87,1.7604,2.20,2.86,17.99,0.29
22-Mar ,7.16,2.08,3.156,1.02,5.05,1.5153,1.34,3.00,20.15,0.45
22-Mar ,7.17,2.09,3.176,1.23,4.85,1.4562,0.48,3.46,21.55,0.64
22-Mar ,7.18,2.09,2.955,1.25,4.43,1.3293,0.28,3.46,22.25,1.04
22-Mar ,7.21,2.09,2.955,1.14,4.19,1.257,0.28,3.11,21.20,0.41
22-Mar ,7.29,2.09,3.14,0.88,3.74,1.1217,0.28,2.55,17.90,0.58
22-Mar ,7.28,2.09,1.759,0.85,3.53,1.0602,0.28,2.47,15.25,0.29
22-Mar ,7.28,2.09,2.732,0.72,3.69,1.1073,0.28,1.39,11.89,0.29
22-Mar ,7.28,2.09,2.719,0.66,3.78,1.1334,0.28,1.43,11.03,0.15
23-Mar ,7.29,2.09,2.736,0.65,3.57,1.0716,0.28,1.49,11.95,0.00
23-Mar ,7.30,2.00,2.701,0.60,3.66,1.0986,0.28,1.51,11.05,0.00
23-Mar ,7.31,2.09,2.669,0.63,3.70,1.1106,0.28,1.42,10.31,0.00
23-Mar ,7.31,2.09,2.812,0.73,3.67,1.1022,0.28,1.38,9.29,0.00
23-Mar ,7.33,2.10,2.687,0.78,3.67,1.1016,0.28,1.54,10.28,0.00
23-Mar ,7.36,2.09,3.101,0.79,3.83,1.1493,0.28,2.13,12.70,0.22
23-Mar ,7.36,2.09,3.186,1.09,3.96,1.1871,0.47,2.36,17.19,0.44
23-Mar ,7.36,2.09,3.044,1.24,4.11,1.2327,0.67,2.60,17.51,0.82
23-Mar ,7.37,2.09,2.966,1.09,4.51,1.3518,1.49,2.62,17.42,0.46
23-Mar ,7.36,2.09,2.893,1.09,4.27,1.2822,2.80,2.62,16.26,0.29
23-Mar ,7.38,2.09,2.335,1.00,4.14,1.2426,3.92,2.62,16.15,0.30
23-Mar ,7.29,2.07,2.127,0.95,4.85,1.455,4.07,2.57,15.70,0.33
23-Mar ,7.37,2.05,2.989,0.91,4.97,1.4904,4.06,2.17,14.52,0.30
23-Mar ,7.37,2.05,2.947,0.90,4.64,1.3932,3.86,2.20,14.49,0.14
23-Mar ,7.38,2.05,3.001,0.92,4.67,1.4013,3.67,2.12,14.48,0.16
23-Mar ,7.39,1.99,2.968,0.99,4.68,1.4049,2.98,2.27,16.44,0.29
23-Mar ,7.38,2.05,2.966,1.18,4.76,1.4265,1.80,3.03,17.94,0.44
23-Mar ,7.38,2.05,3.006,1.30,5.13,1.5378,0.47,3.05,19.54,0.80
23-Mar ,7.40,2.09,2.985,1.32,5.06,1.5171,0.90,3.21,19.83,1.72
23-Mar ,7.41,2.09,2.989,1.28,4.93,1.4778,0.24,2.99,19.07,0.59
23-Mar ,7.40,2.09,2.986,0.90,4.72,1.4148,0.00,2.33,16.86,0.30
23-Mar ,7.39,2.09,3.008,0.89,4.56,1.3683,0.00,2.05,12.71,0.32
23-Mar ,7.41,2.09,2.816,0.84,4.45,1.3338,0.00,1.75,11.05,0.15
23-Mar ,7.41,2.09,2.867,0.78,4.35,1.3053,0.00,1.73,10.69,0.16
24-Mar ,7.40,2.09,2.904,0.75,4.14,1.242,0.00,1.60,10.87,0.00
24-Mar ,7.40,2.09,2.89,0.76,4.04,1.2123,0.00,1.53,9.84,0.00
24-Mar ,7.28,2.08,2.847,0.76,4.18,1.2546,0.00,1.40,9.30,0.00
24-Mar ,7.29,2.09,2.856,0.76,4.15,1.2459,0.00,1.41,8.69,0.00
24-Mar ,7.31,2.09,2.888,0.79,3.98,1.1928,0.00,1.45,9.74,0.00
24-Mar ,7.31,2.08,2.892,0.83,3.87,1.1622,0.16,1.86,12.76,0.29
24-Mar ,7.31,2.09,3.094,1.11,3.71,1.1115,0.31,2.24,17.15,0.59
24-Mar ,7.31,2.09,3.025,1.29,3.35,1.0038,1.08,2.45,18.00,1.20
24-Mar ,7.31,2.09,3.03,1.29,3.19,0.9555,1.97,2.46,17.96,1.36
24-Mar ,7.32,2.08,2.978,1.16,2.90,0.8697,2.97,2.28,17.66,0.76
24-Mar ,7.35,2.09,2.979,1.13,2.78,0.8334,3.90,1.91,17.39,0.71
24-Mar ,7.34,2.09,2.946,1.09,2.44,0.7311,4.89,1.89,17.22,0.45
24-Mar ,7.33,2.09,2.947,0.94,2.50,0.7488,5.20,1.68,16.54,0.25
24-Mar ,7.34,2.09,2.979,0.84,2.49,0.7458,5.43,1.97,15.60,0.14
24-Mar ,7.34,2.09,2.748,0.91,2.60,0.7812,5.14,1.93,15.39,0.14
24-Mar ,7.34,2.09,3.004,1.12,2.71,0.8142,3.98,2.15,16.75,0.46
24-Mar ,7.34,2.09,3.035,1.23,2.50,0.7503,2.18,2.59,18.68,0.73
24-Mar ,7.36,2.06,2.985,1.35,2.47,0.7395,0.59,3.39,18.93,1.57
24-Mar ,7.37,2.09,3.019,1.35,2.50,0.7491,0.21,3.71,19.51,1.75
24-Mar ,7.37,2.09,2.997,1.27,2.66,0.7974,0.21,2.67,19.14,1.21
24-Mar ,7.37,2.09,3.03,1.15,2.62,0.7848,0.21,2.17,17.01,1.03
24-Mar ,7.36,2.09,2.972,1.00,2.45,0.7344,0.21,2.00,14.36,0.30
24-Mar ,7.36,2.09,2.834,0.78,2.24,0.6723,0.21,1.48,13.02,0.51
24-Mar ,7.19,2.08,2.923,0.90,2.27,0.681,0.21,1.45,12.74,0.15
25-Mar ,7.13,2.08,2.857,0.99,2.01,0.6015,0.21,1.12,12.69,0.00
25-Mar ,7.12,2.09,2.894,0.71,2.09,0.6279,0.21,0.87,12.12,0.00
25-Mar ,7.32,2.09,2.894,0.69,2.28,0.6831,0.21,0.91,11.30,0.00
25-Mar ,7.34,2.09,2.885,0.69,2.25,0.6753,0.21,0.79,10.85,0.00
25-Mar ,7.33,2.05,2.939,0.73,2.14,0.6423,0.21,0.76,11.49,0.00
25-Mar ,7.34,2.08,3.014,0.80,2.17,0.6495,0.47,0.90,11.33,0.04
25-Mar ,7.35,2.09,3.248,0.93,1.95,0.5838,0.74,0.87,12.45,0.08
25-Mar ,7.34,2.09,3.217,1.02,2.02,0.6066,2.38,0.58,13.60,0.31
25-Mar ,7.34,2.09,3.027,1.12,2.09,0.6282,4.14,0.55,13.83,0.29
25-Mar ,7.34,2.09,2.992,1.06,2.11,0.633,5.73,0.54,12.68,0.24
25-Mar ,7.13,2.09,2.992,0.99,2.08,0.6225,6.88,0.52,11.66,0.17
25-Mar ,7.12,2.09,2.992,0.84,2.05,0.6141,7.60,0.41,11.15,0.08
25-Mar ,7.13,2.08,2.994,0.84,2.20,0.6609,7.60,0.32,10.28,0.10
25-Mar ,7.27,2.08,2.992,0.76,2.20,0.6606,7.04,0.36,9.83,0.14
25-Mar ,7.33,2.09,2.992,0.88,2.22,0.6663,6.04,0.39,10.20,0.14
25-Mar ,7.33,2.09,3.045,0.95,2.23,0.6678,4.41,0.35,12.70,0.26
25-Mar ,7.32,2.05,3.018,1.17,2.35,0.7035,2.45,1.06,15.79,0.35
25-Mar ,7.34,2.05,2.984,1.27,2.36,0.7071,0.72,1.23,17.11,1.61
25-Mar ,7.34,2.05,3.014,1.28,2.20,0.6606,1.23,1.35,18.72,1.74
25-Mar ,7.34,2.05,2.977,1.27,2.17,0.6507,0.36,1.27,18.17,0.49
25-Mar ,7.34,2.05,3.001,1.02,2.14,0.6426,0.00,0.81,16.62,0.41
25-Mar ,7.34,2.09,3.001,0.96,2.03,0.6087,0.00,0.84,13.67,0.47
25-Mar ,7.34,2.07,3.219,0.85,2.07,0.6195,0.13,0.63,11.65,0.21
25-Mar ,7.35,2.09,3.095,0.66,2.02,0.6051,0.26,0.53,9.97,0.47
26-Mar ,7.34,2.08,2.694,0.80,1.95,0.58485,0.00,0.65,11.39,0.00
26-Mar ,7.33,2.09,3.564,0.74,1.83,0.5502,0.13,0.67,11.14,0.00
26-Mar ,7.34,2.09,3.691,0.72,1.89,0.5673,0.00,0.63,10.13,0.00
26-Mar ,7.14,2.09,3.47,0.73,1.87,0.5619,0.00,0.56,10.11,0.00
26-Mar ,7.15,2.09,3.362,0.74,2.01,0.6027,0.00,0.55,9.69,0.00
26-Mar ,7.16,2.07,3.556,0.79,2.16,0.6492,0.00,0.57,10.18,0.00
26-Mar ,7.32,2.08,3.281,0.90,1.80,0.54,0.33,0.87,10.97,0.15
26-Mar ,7.34,2.09,3.465,0.92,2.00,0.5985,0.66,0.55,10.32,0.29
26-Mar ,7.34,2.09,3.374,0.99,1.91,0.5718,2.17,0.59,11.10,0.30
26-Mar ,7.34,2.09,3.293,1.00,1.65,0.4962,4.01,0.47,11.50,0.31
26-Mar ,7.34,2.09,3.112,0.96,1.45,0.4341,5.78,0.55,11.28,0.07
26-Mar ,7.34,2.09,2.993,0.89,1.54,0.4617,6.97,0.44,10.65,0.07
26-Mar ,7.35,2.09,2.991,0.82,1.55,0.4653,7.47,0.54,9.70,0.07
26-Mar ,7.35,2.09,2.992,0.82,1.60,0.4791,7.30,0.54,9.22,0.07
26-Mar ,7.34,2.09,3.049,0.84,1.38,0.4146,6.39,0.50,9.71,0.16
26-Mar ,7.14,2.09,3.267,0.93,1.50,0.4491,5.18,0.55,11.35,0.14
26-Mar ,7.14,2.09,3.311,0.97,2.14,0.6417,3.60,0.55,12.88,0.30
26-Mar ,7.14,2.09,3.31,1.20,2.58,0.7725,1.90,0.64,14.04,0.47
26-Mar ,7.31,2.09,3.471,1.25,2.87,0.8613,0.53,0.64,16.02,0.59
26-Mar ,7.34,2.09,3.337,1.24,3.05,0.9162,0.26,0.62,16.65,1.30
26-Mar ,7.36,2.09,3.292,0.92,3.05,0.9147,0.26,0.62,15.78,0.29
26-Mar ,7.36,2.09,3.301,0.85,2.67,0.8001,0.26,0.62,12.87,0.29
26-Mar ,7.36,2.09,3.452,0.76,2.25,0.6753,0.26,0.76,10.21,0.29
26-Mar ,7.36,2.09,2.7875,0.75,2.41,0.72315,0.26,0.58,11.44,0.15
27-Mar ,7.37,2.09,3.429,0.66,2.15,0.6462,0.26,0.53,10.01,0.00
27-Mar ,7.16,2.09,3.478,0.64,1.76,0.5277,0.26,0.53,11.15,0.00
27-Mar ,7.15,2.09,3.466,0.63,1.49,0.4467,0.26,0.58,10.81,0.00
27-Mar ,7.15,2.09,3.458,0.63,1.44,0.432,0.26,0.63,10.60,0.00
27-Mar ,7.34,2.09,2.963,0.69,1.11,0.3339,0.26,0.97,12.04,0.06
27-Mar ,7.35,2.09,3.489,0.77,1.00,0.2985,0.26,1.63,14.73,0.13
27-Mar ,7.36,2.08,3.135,1.13,1.07,0.3207,0.27,2.00,19.44,1.21
27-Mar ,7.35,2.08,2.985,1.30,1.03,0.309,0.29,2.22,21.06,1.39
27-Mar ,7.36,2.08,1.7445,1.13,1.07,0.3207,0.00,2.00,9.72,1.21